ReportingYear,StationLocalId,SamplingPointLocalId,Pollutant,AQValue,Unit,SamplingPoint_Latitude,SamplingPoint_Longitude,AggregationType,Namespace,BeginPosition,EndPosition
2014,STA-NL00644,SPO-NL00644_00038_100,Nitrogen monoxide (air),158.62,ug.m-3,51.974639999479258,4.9234299999999989,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00488,SPO-NL00488_00038_100,Nitrogen monoxide (air),282.2,ug.m-3,51.89389037947889,4.4874997100000007,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2015,STA-NL00020,SPO-NL00020_00038_101,Nitrogen monoxide (air),570.5,ug.m-3,52.375831599481117,4.8608417499999996,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00494,SPO-NL00494_00038_100,Nitrogen monoxide (air),356.1,ug.m-3,51.921110999479019,4.401389,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00433,SPO-NL00433_00038_111,Nitrogen monoxide (air),480.01,ug.m-3,51.911392209478961,4.32695293,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00446,SPO-NL00446_00038_100,Nitrogen monoxide (air),384.16,ug.m-3,52.039722439479561,4.3605637599999998,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00561,SPO-NL00561_00038_100,Nitrogen monoxide (air),523.9,ug.m-3,52.333560999480937,4.7735890000000012,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00644,SPO-NL00644_00038_100,Nitrogen monoxide (air),102.14,ug.m-3,51.974639999479258,4.9234299999999989,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00546,SPO-NL00546_00038_100,Nitrogen monoxide (air),796.1,ug.m-3,52.420218999481349,4.8320639999999999,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00937,SPO-NL00937_00038_100,Nitrogen monoxide (air),669.71,ug.m-3,53.218055729485407,6.5788998599999999,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00007,SPO-NL00007_00038_101,Nitrogen monoxide (air),609.1,ug.m-3,52.381111149481171,4.8450112300000008,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00014,SPO-NL00014_00038_100,Nitrogen monoxide (air),230.03,ug.m-3,52.359996799481046,4.8088974999999996,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00237,SPO-NL00237_00038_101,Nitrogen monoxide (air),404.67,ug.m-3,51.445279999476931,5.4288999999999996,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00486,SPO-NL00486_00038_100,Nitrogen monoxide (air),750,ug.m-3,51.888055999478865,4.3888889999999998,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2013,STA-NL00643,SPO-NL00643_00038_100,Nitrogen monoxide (air),330.75,ug.m-3,52.102222439479839,5.1283335699999997,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00235,SPO-NL00235_00038_101,Nitrogen monoxide (air),153.47,ug.m-3,51.435001369476886,4.3602862399999998,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00003,SPO-NL00003_00038_101,Nitrogen monoxide (air),176,ug.m-3,52.3888893094812,4.94389725,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00246,SPO-NL00246_00038_100,Nitrogen monoxide (air),279.83,ug.m-3,51.652778629477808,4.5138888399999999,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00807,SPO-NL00807_00038_101,Nitrogen monoxide (air),224.23,ug.m-3,52.389167789481192,6.4036140399999999,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00491,SPO-NL00491_00038_100,Nitrogen monoxide (air),455.3,ug.m-3,51.93805599947909,4.4311109999999996,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00631,SPO-NL00631_00038_111,Nitrogen monoxide (air),97.64,ug.m-3,52.448501589481481,5.6191501600000002,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00131,SPO-NL00131_00038_111,Nitrogen monoxide (air),111.65,ug.m-3,51.541110989477339,5.8536138500000012,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00538,SPO-NL00538_00038_111,Nitrogen monoxide (air),122.66,ug.m-3,52.804721829483249,5.0508418099999997,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00703,SPO-NL00703_00038_100,Nitrogen monoxide (air),335,ug.m-3,52.400001529481244,4.7300000200000012,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00488,SPO-NL00488_00038_100,Nitrogen monoxide (air),306.6,ug.m-3,51.89389037947889,4.4874997100000007,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00741,SPO-NL00741_00038_100,Nitrogen monoxide (air),388.19,ug.m-3,51.848888999478682,5.8580610000000011,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00494,SPO-NL00494_00038_100,Nitrogen monoxide (air),484,ug.m-3,51.921110999479019,4.401389,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00551,SPO-NL00551_00038_100,Nitrogen monoxide (air),217,ug.m-3,52.463019999481546,4.6019220000000001,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00547,SPO-NL00547_00038_100,Nitrogen monoxide (air),453.9,ug.m-3,52.235079999480455,5.1815519999999999,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2016,STA-NL00241,SPO-NL00241_00038_100,Nitrogen monoxide (air),322.25,ug.m-3,51.603332519477618,4.7808470699999992,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00014,SPO-NL00014_00038_100,Nitrogen monoxide (air),250.9,ug.m-3,52.359996799481046,4.8088974999999996,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00437,SPO-NL00437_00038_101,Nitrogen monoxide (air),207.53,ug.m-3,51.787498469478415,4.4508414300000005,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00133,SPO-NL00133_00038_101,Nitrogen monoxide (air),115.68,ug.m-3,50.903057099474744,5.8822359999999998,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00444,SPO-NL00444_00038_100,Nitrogen monoxide (air),190.62,ug.m-3,52.298053739480757,4.5102863299999996,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00301,SPO-NL00301_00038_101,Nitrogen monoxide (air),145.58,ug.m-3,51.635559079477744,3.9169473600000013,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00022,SPO-NL00022_00038_101,Nitrogen monoxide (air),237.19999999,ug.m-3,52.37888717948114,4.7936196299999994,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00020,SPO-NL00020_00038_101,Nitrogen monoxide (air),757,ug.m-3,52.375831599481117,4.8608417499999996,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00934,SPO-NL00934_00038_111,Nitrogen monoxide (air),75.09,ug.m-3,53.331665039486005,6.27750874,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00446,SPO-NL00446_00038_100,Nitrogen monoxide (air),443.63,ug.m-3,52.039722439479561,4.3605637599999998,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00929,SPO-NL00929_00038_100,Nitrogen monoxide (air),71.17,ug.m-3,52.876663209483603,6.9333334000000022,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00136,SPO-NL00136_00038_100,Nitrogen monoxide (air),595.36,ug.m-3,50.888057709474673,5.9711141599999999,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00236,SPO-NL00236_00038_101,Nitrogen monoxide (air),294.44999999,ug.m-3,51.469722749477043,5.4727835699999989,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00643,SPO-NL00643_00038_100,Nitrogen monoxide (air),406.22,ug.m-3,52.102222439479839,5.1283335699999997,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00404,SPO-NL00404_00038_111,Nitrogen monoxide (air),333.93,ug.m-3,52.07805633947973,4.2891721699999996,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00247,SPO-NL00247_00038_100,Nitrogen monoxide (air),220.63999999,ug.m-3,51.407501219476785,5.3933334400000001,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2014,STA-NL00701,SPO-NL00701_00038_100,Nitrogen monoxide (air),345,ug.m-3,52.45000075948149,4.8166665999999996,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00019,SPO-NL00019_00038_101,Nitrogen monoxide (air),276,ug.m-3,52.373054499481128,4.9050030700000002,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00014,SPO-NL00014_00038_100,Nitrogen monoxide (air),222,ug.m-3,52.359996799481046,4.8088974999999996,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00551,SPO-NL00551_00038_100,Nitrogen monoxide (air),324,ug.m-3,52.463019999481546,4.6019220000000001,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00641,SPO-NL00641_00038_100,Nitrogen monoxide (air),206.06,ug.m-3,52.203055999480299,4.9886140000000001,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00538,SPO-NL00538_00038_111,Nitrogen monoxide (air),87.17,ug.m-3,52.804721829483249,5.0508418099999997,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00818,SPO-NL00818_00038_100,Nitrogen monoxide (air),74.9,ug.m-3,52.655002589482493,6.0180697400000014,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00237,SPO-NL00237_00038_101,Nitrogen monoxide (air),444.03,ug.m-3,51.445279999476931,5.4288999999999996,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00241,SPO-NL00241_00038_100,Nitrogen monoxide (air),364.57,ug.m-3,51.603332519477618,4.7808470699999992,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00495,SPO-NL00495_00038_100,Nitrogen monoxide (air),346.1,ug.m-3,51.931945799479067,4.2277779600000001,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00496,SPO-NL00496_00038_100,Nitrogen monoxide (air),480.3,ug.m-3,51.978055999479267,4.1213889999999989,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2015,STA-NL00240,SPO-NL00240_00038_100,Nitrogen monoxide (air),470.95,ug.m-3,51.59360885947757,4.8250083899999998,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00491,SPO-NL00491_00038_100,Nitrogen monoxide (air),510.6,ug.m-3,51.93805599947909,4.4311109999999996,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00442,SPO-NL00442_00038_100,Nitrogen monoxide (air),469.83,ug.m-3,51.800659179478473,4.7082138100000002,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00929,SPO-NL00929_00038_100,Nitrogen monoxide (air),57.23,ug.m-3,52.876663209483603,6.9333334000000022,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00738,SPO-NL00738_00038_100,Nitrogen monoxide (air),87.11,ug.m-3,52.112499239479874,5.7086191199999998,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00565,SPO-NL00565_00038_100,Nitrogen monoxide (air),471,ug.m-3,52.327449999480905,4.715072000000001,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00019,SPO-NL00019_00038_101,Nitrogen monoxide (air),173.3,ug.m-3,52.373054499481128,4.9050030700000002,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00918,SPO-NL00918_00038_101,Nitrogen monoxide (air),57.56,ug.m-3,52.916915889483825,5.5734915699999998,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00639,SPO-NL00639_00038_101,Nitrogen monoxide (air),301.18,ug.m-3,52.06888899947969,5.1211140000000013,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00701,SPO-NL00701_00038_100,Nitrogen monoxide (air),315.6,ug.m-3,52.45000075948149,4.8166665999999996,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00437,SPO-NL00437_00038_101,Nitrogen monoxide (air),179.56,ug.m-3,51.787498469478415,4.4508414300000005,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00496,SPO-NL00496_00038_100,Nitrogen monoxide (air),363.6,ug.m-3,51.978055999479267,4.1213889999999989,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00107,SPO-NL00107_00038_101,Nitrogen monoxide (air),91.4,ug.m-3,51.120277399475597,6.0430636400000006,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00003,SPO-NL00003_00038_101,Nitrogen monoxide (air),226.7,ug.m-3,52.3888893094812,4.94389725,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00133,SPO-NL00133_00038_101,Nitrogen monoxide (air),106.83,ug.m-3,50.903057099474744,5.8822359999999998,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00547,SPO-NL00547_00038_100,Nitrogen monoxide (air),382,ug.m-3,52.235079999480455,5.1815519999999999,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00818,SPO-NL00818_00038_100,Nitrogen monoxide (air),63.91,ug.m-3,52.655002589482493,6.0180697400000014,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2013,STA-NL00241,SPO-NL00241_00038_100,Nitrogen monoxide (air),286.07,ug.m-3,51.603332519477618,4.7808470699999992,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00565,SPO-NL00565_00038_100,Nitrogen monoxide (air),244,ug.m-3,52.327449999480905,4.715072000000001,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00133,SPO-NL00133_00038_101,Nitrogen monoxide (air),186.48,ug.m-3,50.903057099474744,5.8822359999999998,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00301,SPO-NL00301_00038_101,Nitrogen monoxide (air),175.92,ug.m-3,51.635559079477744,3.9169473600000013,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00722,SPO-NL00722_00038_111,Nitrogen monoxide (air),63.81,ug.m-3,52.092499999479791,6.6058390000000005,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00486,SPO-NL00486_00038_100,Nitrogen monoxide (air),836.4,ug.m-3,51.888055999478865,4.3888889999999998,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00644,SPO-NL00644_00038_100,Nitrogen monoxide (air),148.72,ug.m-3,51.974639999479258,4.9234299999999989,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00738,SPO-NL00738_00038_100,Nitrogen monoxide (air),123.62,ug.m-3,52.112499239479874,5.7086191199999998,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00240,SPO-NL00240_00038_100,Nitrogen monoxide (air),687.6,ug.m-3,51.59360885947757,4.8250083899999998,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00493,SPO-NL00493_00038_100,Nitrogen monoxide (air),687,ug.m-3,51.926943999479029,4.4616670000000012,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00017,SPO-NL00017_00038_101,Nitrogen monoxide (air),520,ug.m-3,52.358055109481057,4.9000000999999989,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00020,SPO-NL00020_00038_101,Nitrogen monoxide (air),584,ug.m-3,52.375831599481117,4.8608417499999996,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00137,SPO-NL00137_00038_100,Nitrogen monoxide (air),220.35,ug.m-3,50.884999999474672,5.976953,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00641,SPO-NL00641_00038_100,Nitrogen monoxide (air),342.03,ug.m-3,52.203055999480299,4.9886140000000001,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2013,STA-NL00496,SPO-NL00496_00038_100,Nitrogen monoxide (air),316.3,ug.m-3,51.978055999479267,4.1213889999999989,1 year hour max,NL.RIVM.AQ,2013-01-01,2014-01-01
2016,STA-NL00493,SPO-NL00493_00038_100,Nitrogen monoxide (air),604.7,ug.m-3,51.926943999479029,4.4616670000000012,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00442,SPO-NL00442_00038_100,Nitrogen monoxide (air),529.21,ug.m-3,51.800659179478473,4.7082138100000002,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00007,SPO-NL00007_00038_101,Nitrogen monoxide (air),572.2,ug.m-3,52.381111149481171,4.8450112300000008,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00496,SPO-NL00496_00038_100,Nitrogen monoxide (air),349.69999999,ug.m-3,51.978055999479267,4.1213889999999989,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00131,SPO-NL00131_00038_111,Nitrogen monoxide (air),144.50999999,ug.m-3,51.541110989477339,5.8536138500000012,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00246,SPO-NL00246_00038_100,Nitrogen monoxide (air),196.84,ug.m-3,51.652778629477808,4.5138888399999999,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00546,SPO-NL00546_00038_100,Nitrogen monoxide (air),377.3,ug.m-3,52.420218999481349,4.8320639999999999,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00538,SPO-NL00538_00038_111,Nitrogen monoxide (air),98.70999999,ug.m-3,52.804721829483249,5.0508418099999997,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00488,SPO-NL00488_00038_100,Nitrogen monoxide (air),316,ug.m-3,51.89389037947889,4.4874997100000007,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00487,SPO-NL00487_00038_100,Nitrogen monoxide (air),470,ug.m-3,51.891113279478887,4.48111105,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00636,SPO-NL00636_00038_111,Nitrogen monoxide (air),310.24,ug.m-3,52.10611099947986,5.125286,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00017,SPO-NL00017_00038_101,Nitrogen monoxide (air),489.5,ug.m-3,52.358055109481057,4.9000000999999989,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00807,SPO-NL00807_00038_101,Nitrogen monoxide (air),97.81999999,ug.m-3,52.389167789481192,6.4036140399999999,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00938,SPO-NL00938_00038_100,Nitrogen monoxide (air),228.06999999,ug.m-3,53.246944429485559,6.6088972100000003,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2016,STA-NL00547,SPO-NL00547_00038_100,Nitrogen monoxide (air),367.29,ug.m-3,52.235079999480455,5.1815519999999999,1 year hour max,NL.RIVM.AQ,2016-01-01,2017-01-01
2014,STA-NL00446,SPO-NL00446_00038_100,Nitrogen monoxide (air),392.19,ug.m-3,52.039722439479561,4.3605637599999998,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00003,SPO-NL00003_00038_101,Nitrogen monoxide (air),245,ug.m-3,52.3888893094812,4.94389725,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00565,SPO-NL00565_00038_100,Nitrogen monoxide (air),532,ug.m-3,52.327449999480905,4.715072000000001,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00107,SPO-NL00107_00038_101,Nitrogen monoxide (air),101.39,ug.m-3,51.120277399475597,6.0430636400000006,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00537,SPO-NL00537_00038_101,Nitrogen monoxide (air),351.31,ug.m-3,52.381666999481162,4.6480689999999996,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00937,SPO-NL00937_00038_100,Nitrogen monoxide (air),290.1,ug.m-3,53.218055729485407,6.5788998599999999,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00445,SPO-NL00445_00038_100,Nitrogen monoxide (air),333.06,ug.m-3,52.074999999479715,4.3161250000000004,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00133,SPO-NL00133_00038_101,Nitrogen monoxide (air),95.19,ug.m-3,50.903057099474744,5.8822359999999998,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00738,SPO-NL00738_00038_100,Nitrogen monoxide (air),93.17,ug.m-3,52.112499239479874,5.7086191199999998,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00301,SPO-NL00301_00038_101,Nitrogen monoxide (air),142.34,ug.m-3,51.635559079477744,3.9169473600000013,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00633,SPO-NL00633_00038_101,Nitrogen monoxide (air),148.17,ug.m-3,52.138888999480002,4.8383359999999991,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00444,SPO-NL00444_00038_100,Nitrogen monoxide (air),126.96,ug.m-3,52.298053739480757,4.5102863299999996,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00136,SPO-NL00136_00038_100,Nitrogen monoxide (air),443.14,ug.m-3,50.888057709474673,5.9711141599999999,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00485,SPO-NL00485_00038_100,Nitrogen monoxide (air),416.7,ug.m-3,51.866107939478766,4.3552775400000003,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00491,SPO-NL00491_00038_100,Nitrogen monoxide (air),442.8,ug.m-3,51.93805599947909,4.4311109999999996,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2014,STA-NL00442,SPO-NL00442_00038_100,Nitrogen monoxide (air),384.11,ug.m-3,51.800659179478473,4.7082138100000002,1 year hour max,NL.RIVM.AQ,2014-01-01,2015-01-01
2015,STA-NL00550,SPO-NL00550_00038_100,Nitrogen monoxide (air),399.16,ug.m-3,52.370510999481105,4.6423189999999988,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00643,SPO-NL00643_00038_100,Nitrogen monoxide (air),190.41,ug.m-3,52.102222439479839,5.1283335699999997,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00021,SPO-NL00021_00038_101,Nitrogen monoxide (air),205.4,ug.m-3,52.321388239480868,4.9888944600000009,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00138,SPO-NL00138_00038_100,Nitrogen monoxide (air),139.03,ug.m-3,50.900316999474725,5.986853,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00703,SPO-NL00703_00038_100,Nitrogen monoxide (air),223.6,ug.m-3,52.400001529481244,4.7300000200000012,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00418,SPO-NL00418_00038_111,Nitrogen monoxide (air),256.52,ug.m-3,51.915000919478985,4.4802889800000001,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00444,SPO-NL00444_00038_100,Nitrogen monoxide (air),124.27,ug.m-3,52.298053739480757,4.5102863299999996,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00236,SPO-NL00236_00038_101,Nitrogen monoxide (air),234.31,ug.m-3,51.469722749477043,5.4727835699999989,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00247,SPO-NL00247_00038_100,Nitrogen monoxide (air),247.9,ug.m-3,51.407501219476785,5.3933334400000001,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00017,SPO-NL00017_00038_101,Nitrogen monoxide (air),375.5,ug.m-3,52.358055109481057,4.9000000999999989,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00938,SPO-NL00938_00038_100,Nitrogen monoxide (air),99.51,ug.m-3,53.246944429485559,6.6088972100000003,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00002,SPO-NL00002_00038_101,Nitrogen monoxide (air),653.5,ug.m-3,52.38500213948118,4.8761196099999982,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00722,SPO-NL00722_00038_111,Nitrogen monoxide (air),66.18,ug.m-3,52.092499999479791,6.6058390000000005,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00246,SPO-NL00246_00038_100,Nitrogen monoxide (air),114.84,ug.m-3,51.652778629477808,4.5138888399999999,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00235,SPO-NL00235_00038_101,Nitrogen monoxide (air),144.57,ug.m-3,51.435001369476886,4.3602862399999998,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00564,SPO-NL00564_00038_100,Nitrogen monoxide (air),229.3,ug.m-3,52.287427999480727,4.7666780000000006,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
2015,STA-NL00633,SPO-NL00633_00038_101,Nitrogen monoxide (air),98.91,ug.m-3,52.138888999480002,4.8383359999999991,1 year hour max,NL.RIVM.AQ,2015-01-01,2016-01-01
