ReportingYear,AQValue,Unit,StationLocalId,SamplingPoint_Latitude,SamplingPoint_Longitude,Pollutant,AggregationType
2015,4.42529985,ug.m-3,STA-NL00929,52.876663209483603,6.9333334000000022,Ammonia (air),Annual mean / 1 calendar year
2013,3.22372209,ug.m-3,STA-NL00235,51.435001369476886,4.3602862399999998,Ammonia (air),Annual mean / 1 calendar year
2014,2.29361581,ug.m-3,STA-NL00444,52.298053739480757,4.5102863299999996,Ammonia (air),Annual mean / 1 calendar year
2015,2.11763611,ug.m-3,STA-NL00444,52.298053739480757,4.5102863299999996,Ammonia (air),Annual mean / 1 calendar year
2013,1.92927812,ug.m-3,STA-NL00444,52.298053739480757,4.5102863299999996,Ammonia (air),Annual mean / 1 calendar year
2013,1.37996551,ug.m-3,STA-NL00483,51.869999999478779,4.3197219999999996,Benzene (air),Annual mean / 1 calendar year
2013,1.32940809,ug.m-3,STA-NL00017,52.358055109481057,4.9000000999999989,Benzene (air),Annual mean / 1 calendar year
2015,1.28623195,ug.m-3,STA-NL00495,51.931945799479067,4.2277779600000001,Benzene (air),Annual mean / 1 calendar year
2016,1.13533718,ug.m-3,STA-NL00017,52.358055109481057,4.9000000999999989,Benzene (air),Annual mean / 1 calendar year
2014,1.12911042,ug.m-3,STA-NL00494,51.921110999479019,4.401389,Benzene (air),Annual mean / 1 calendar year
2014,1.11748201,ug.m-3,STA-NL00485,51.866107939478766,4.3552775400000003,Benzene (air),Annual mean / 1 calendar year
2013,1.05783132,ug.m-3,STA-NL00704,52.430000309481379,4.7699999800000015,Benzene (air),Annual mean / 1 calendar year
2015,1.02827909,ug.m-3,STA-NL00494,51.921110999479019,4.401389,Benzene (air),Annual mean / 1 calendar year
2013,0.9716959,ug.m-3,STA-NL00495,51.931945799479067,4.2277779600000001,Benzene (air),Annual mean / 1 calendar year
2015,0.94312522,ug.m-3,STA-NL00704,52.430000309481379,4.7699999800000015,Benzene (air),Annual mean / 1 calendar year
2014,0.84591666,ug.m-3,STA-NL00495,51.931945799479067,4.2277779600000001,Benzene (air),Annual mean / 1 calendar year
2016,0.84565244,ug.m-3,STA-NL00704,52.430000309481379,4.7699999800000015,Benzene (air),Annual mean / 1 calendar year
2015,0.82065963,ug.m-3,STA-NL00546,52.420218999481349,4.8320639999999999,Benzene (air),Annual mean / 1 calendar year
2014,0.82048192,ug.m-3,STA-NL00546,52.420218999481349,4.8320639999999999,Benzene (air),Annual mean / 1 calendar year
2015,0.82003188,ug.m-3,STA-NL00017,52.358055109481057,4.9000000999999989,Benzene (air),Annual mean / 1 calendar year
2014,0.78852941,ug.m-3,STA-NL00017,52.358055109481057,4.9000000999999989,Benzene (air),Annual mean / 1 calendar year
2014,0.76939481,ug.m-3,STA-NL00496,51.978055999479267,4.1213889999999989,Benzene (air),Annual mean / 1 calendar year
2016,0.76588447,ug.m-3,STA-NL00546,52.420218999481349,4.8320639999999999,Benzene (air),Annual mean / 1 calendar year
2015,0.75479379,ug.m-3,STA-NL00496,51.978055999479267,4.1213889999999989,Benzene (air),Annual mean / 1 calendar year
2013,0.72701863,ug.m-3,STA-NL00703,52.400001529481244,4.7300000200000012,Benzene (air),Annual mean / 1 calendar year
2014,0.68940809,ug.m-3,STA-NL00703,52.400001529481244,4.7300000200000012,Benzene (air),Annual mean / 1 calendar year
2013,0.66205882,ug.m-3,STA-NL00546,52.420218999481349,4.8320639999999999,Benzene (air),Annual mean / 1 calendar year
2015,0.62140702,ug.m-3,STA-NL00485,51.866107939478766,4.3552775400000003,Benzene (air),Annual mean / 1 calendar year
2013,0.60828402,ug.m-3,STA-NL00496,51.978055999479267,4.1213889999999989,Benzene (air),Annual mean / 1 calendar year
2013,0.59537459,ug.m-3,STA-NL00633,52.138888999480002,4.8383359999999991,Benzene (air),Annual mean / 1 calendar year
2013,0.57758522,ug.m-3,STA-NL00485,51.866107939478766,4.3552775400000003,Benzene (air),Annual mean / 1 calendar year
2016,0.57328528,ug.m-3,STA-NL00703,52.400001529481244,4.7300000200000012,Benzene (air),Annual mean / 1 calendar year
2015,0.54427233,ug.m-3,STA-NL00703,52.400001529481244,4.7300000200000012,Benzene (air),Annual mean / 1 calendar year
2013,12.71895316,ug.m-3,STA-NL00448,51.92694472947904,4.4616775500000001,Black smoke (air),Annual mean / 1 calendar year
2014,12.21577142,ug.m-3,STA-NL00448,51.92694472947904,4.4616775500000001,Black smoke (air),Annual mean / 1 calendar year
2013,10.32351906,ug.m-3,STA-NL00240,51.59360885947757,4.8250083899999998,Black smoke (air),Annual mean / 1 calendar year
2014,9.41756232,ug.m-3,STA-NL00433,51.911392209478961,4.32695293,Black smoke (air),Annual mean / 1 calendar year
2014,8.53259136,ug.m-3,STA-NL00240,51.59360885947757,4.8250083899999998,Black smoke (air),Annual mean / 1 calendar year
2013,7.65408637,ug.m-3,STA-NL00641,52.203055999480299,4.9886140000000001,Black smoke (air),Annual mean / 1 calendar year
2013,5.70703601,ug.m-3,STA-NL00131,51.541110989477339,5.8536138500000012,Black smoke (air),Annual mean / 1 calendar year
2014,5.39506211,ug.m-3,STA-NL00131,51.541110989477339,5.8536138500000012,Black smoke (air),Annual mean / 1 calendar year
2013,5.18712676,ug.m-3,STA-NL00241,51.603332519477618,4.7808470699999992,Black smoke (air),Annual mean / 1 calendar year
2013,4.62808988,ug.m-3,STA-NL00738,52.112499239479874,5.7086191199999998,Black smoke (air),Annual mean / 1 calendar year
2014,4.59861495,ug.m-3,STA-NL00241,51.603332519477618,4.7808470699999992,Black smoke (air),Annual mean / 1 calendar year
2014,4.44208571,ug.m-3,STA-NL00738,52.112499239479874,5.7086191199999998,Black smoke (air),Annual mean / 1 calendar year
2014,3.77872159,ug.m-3,STA-NL00444,52.298053739480757,4.5102863299999996,Black smoke (air),Annual mean / 1 calendar year
2013,3.06391549,ug.m-3,STA-NL00444,52.298053739480757,4.5102863299999996,Black smoke (air),Annual mean / 1 calendar year
2013,2.76947513,ug.m-3,STA-NL00538,52.804721829483249,5.0508418099999997,Black smoke (air),Annual mean / 1 calendar year
2014,2.41098765,ug.m-3,STA-NL00538,52.804721829483249,5.0508418099999997,Black smoke (air),Annual mean / 1 calendar year
2016,2.2352073,ug.m-3,STA-NL00007,52.381111149481171,4.8450112300000008,black_carbon (aerosol),Annual mean / 1 calendar year
2016,2.08033888,ug.m-3,STA-NL00487,51.891113279478887,4.48111105,black_carbon (aerosol),Annual mean / 1 calendar year
2016,2.08033888,ug.m-3,STA-NL00487,51.891113279478887,4.48111105,black_carbon (aerosol),Annual mean / 1 calendar year
2016,2.07969056,ug.m-3,STA-NL00020,52.375831599481117,4.8608417499999996,black_carbon (aerosol),Annual mean / 1 calendar year
2016,1.90107959,ug.m-3,STA-NL00741,51.848888999478682,5.8580610000000011,black_carbon (aerosol),Annual mean / 1 calendar year
2016,1.6297685,ug.m-3,STA-NL00017,52.358055109481057,4.9000000999999989,black_carbon (aerosol),Annual mean / 1 calendar year
2016,1.61596248,ug.m-3,STA-NL00237,51.445279999476931,5.4288999999999996,black_carbon (aerosol),Annual mean / 1 calendar year
2016,1.61107849,ug.m-3,STA-NL00012,52.390003199481221,4.8880581900000006,black_carbon (aerosol),Annual mean / 1 calendar year
2016,1.46654261,ug.m-3,STA-NL00641,52.203055999480299,4.9886140000000001,black_carbon (aerosol),Annual mean / 1 calendar year
2016,1.44823095,ug.m-3,STA-NL00491,51.93805599947909,4.4311109999999996,black_carbon (aerosol),Annual mean / 1 calendar year
2016,1.44823095,ug.m-3,STA-NL00491,51.93805599947909,4.4311109999999996,black_carbon (aerosol),Annual mean / 1 calendar year
2016,1.23986914,ug.m-3,STA-NL00494,51.921110999479019,4.401389,black_carbon (aerosol),Annual mean / 1 calendar year
2016,1.11728921,ug.m-3,STA-NL00247,51.407501219476785,5.3933334400000001,black_carbon (aerosol),Annual mean / 1 calendar year
2016,1.03651354,ug.m-3,STA-NL00742,51.838888999478641,5.8580609999999993,black_carbon (aerosol),Annual mean / 1 calendar year
2016,1.00558669,ug.m-3,STA-NL00488,51.89389037947889,4.4874997100000007,black_carbon (aerosol),Annual mean / 1 calendar year
2016,0.97638373,ug.m-3,STA-NL00701,52.45000075948149,4.8166665999999996,black_carbon (aerosol),Annual mean / 1 calendar year
2016,0.95204852,ug.m-3,STA-NL00138,50.900316999474725,5.986853,black_carbon (aerosol),Annual mean / 1 calendar year
2016,0.92925775,ug.m-3,STA-NL00014,52.359996799481046,4.8088974999999996,black_carbon (aerosol),Annual mean / 1 calendar year
2016,0.91877424,ug.m-3,STA-NL00496,51.978055999479267,4.1213889999999989,black_carbon (aerosol),Annual mean / 1 calendar year
2016,0.91877424,ug.m-3,STA-NL00496,51.978055999479267,4.1213889999999989,black_carbon (aerosol),Annual mean / 1 calendar year
2016,0.91509896,ug.m-3,STA-NL00003,52.3888893094812,4.94389725,black_carbon (aerosol),Annual mean / 1 calendar year
2016,0.91509896,ug.m-3,STA-NL00003,52.3888893094812,4.94389725,black_carbon (aerosol),Annual mean / 1 calendar year
2016,0.86062707,ug.m-3,STA-NL00821,52.234500889480465,6.9194941500000002,black_carbon (aerosol),Annual mean / 1 calendar year
2016,0.84933669,ug.m-3,STA-NL00131,51.541110989477339,5.8536138500000012,black_carbon (aerosol),Annual mean / 1 calendar year
2016,0.84933669,ug.m-3,STA-NL00131,51.541110989477339,5.8536138500000012,black_carbon (aerosol),Annual mean / 1 calendar year
2016,0.77931937,ug.m-3,STA-NL00633,52.138888999480002,4.8383359999999991,black_carbon (aerosol),Annual mean / 1 calendar year
2016,0.73070823,ug.m-3,STA-NL00807,52.389167789481192,6.4036140399999999,black_carbon (aerosol),Annual mean / 1 calendar year
2016,0.66098312,ug.m-3,STA-NL00444,52.298053739480757,4.5102863299999996,black_carbon (aerosol),Annual mean / 1 calendar year
2016,0.64947563,ug.m-3,STA-NL00929,52.876663209483603,6.9333334000000022,black_carbon (aerosol),Annual mean / 1 calendar year
2016,0.58127362,ug.m-3,STA-NL00938,53.246944429485559,6.6088972100000003,black_carbon (aerosol),Annual mean / 1 calendar year
2016,403.41632722,mg.m-3,STA-NL00007,52.381111149481171,4.8450112300000008,Carbon monoxide (air),Annual mean / 1 calendar year
2016,369.61542301,mg.m-3,STA-NL00741,51.848888999478682,5.8580610000000011,Carbon monoxide (air),Annual mean / 1 calendar year
2016,347.96047015,mg.m-3,STA-NL00551,52.463019999481546,4.6019220000000001,Carbon monoxide (air),Annual mean / 1 calendar year
2016,339.80733271,mg.m-3,STA-NL00012,52.390003199481221,4.8880581900000006,Carbon monoxide (air),Annual mean / 1 calendar year
2016,279.59165598,mg.m-3,STA-NL00014,52.359996799481046,4.8088974999999996,Carbon monoxide (air),Annual mean / 1 calendar year
2016,277.45516687,mg.m-3,STA-NL00561,52.333560999480937,4.7735890000000012,Carbon monoxide (air),Annual mean / 1 calendar year
2016,217.61684849,mg.m-3,STA-NL00644,51.974639999479258,4.9234299999999989,Carbon monoxide (air),Annual mean / 1 calendar year
2015,0.4682714,mg.m-3,STA-NL00487,51.891113279478887,4.48111105,Carbon monoxide (air),Annual mean / 1 calendar year
2014,0.43045116,mg.m-3,STA-NL00487,51.891113279478887,4.48111105,Carbon monoxide (air),Annual mean / 1 calendar year
2013,0.40895342,mg.m-3,STA-NL00487,51.891113279478887,4.48111105,Carbon monoxide (air),Annual mean / 1 calendar year
2013,0.39384979,mg.m-3,STA-NL00741,51.848888999478682,5.8580610000000011,Carbon monoxide (air),Annual mean / 1 calendar year
2013,0.38244035,mg.m-3,STA-NL00491,51.93805599947909,4.4311109999999996,Carbon monoxide (air),Annual mean / 1 calendar year
2013,0.38048213,mg.m-3,STA-NL00012,52.390003199481221,4.8880581900000006,Carbon monoxide (air),Annual mean / 1 calendar year
2014,0.37789946,mg.m-3,STA-NL00741,51.848888999478682,5.8580610000000011,Carbon monoxide (air),Annual mean / 1 calendar year
2014,0.37252278,mg.m-3,STA-NL00491,51.93805599947909,4.4311109999999996,Carbon monoxide (air),Annual mean / 1 calendar year
2014,0.36889408,mg.m-3,STA-NL00012,52.390003199481221,4.8880581900000006,Carbon monoxide (air),Annual mean / 1 calendar year
2015,0.35391144,mg.m-3,STA-NL00488,51.89389037947889,4.4874997100000007,Carbon monoxide (air),Annual mean / 1 calendar year
2013,0.35342906,mg.m-3,STA-NL00551,52.463019999481546,4.6019220000000001,Carbon monoxide (air),Annual mean / 1 calendar year
2013,0.35019762,mg.m-3,STA-NL00561,52.333560999480937,4.7735890000000012,Carbon monoxide (air),Annual mean / 1 calendar year
2013,0.34871714,mg.m-3,STA-NL00007,52.381111149481171,4.8450112300000008,Carbon monoxide (air),Annual mean / 1 calendar year
2015,0.34374592,mg.m-3,STA-NL00741,51.848888999478682,5.8580610000000011,Carbon monoxide (air),Annual mean / 1 calendar year
2014,0.34313754,mg.m-3,STA-NL00007,52.381111149481171,4.8450112300000008,Carbon monoxide (air),Annual mean / 1 calendar year
2014,0.33828754,mg.m-3,STA-NL00561,52.333560999480937,4.7735890000000012,Carbon monoxide (air),Annual mean / 1 calendar year
2015,0.33362967,mg.m-3,STA-NL00012,52.390003199481221,4.8880581900000006,Carbon monoxide (air),Annual mean / 1 calendar year
2015,0.32650363,mg.m-3,STA-NL00551,52.463019999481546,4.6019220000000001,Carbon monoxide (air),Annual mean / 1 calendar year
2014,0.32382169,mg.m-3,STA-NL00551,52.463019999481546,4.6019220000000001,Carbon monoxide (air),Annual mean / 1 calendar year
2015,0.32130584,mg.m-3,STA-NL00491,51.93805599947909,4.4311109999999996,Carbon monoxide (air),Annual mean / 1 calendar year
2013,0.32027311,mg.m-3,STA-NL00014,52.359996799481046,4.8088974999999996,Carbon monoxide (air),Annual mean / 1 calendar year
2015,0.31830186,mg.m-3,STA-NL00007,52.381111149481171,4.8450112300000008,Carbon monoxide (air),Annual mean / 1 calendar year
2013,0.30816785,mg.m-3,STA-NL00565,52.327449999480905,4.715072000000001,Carbon monoxide (air),Annual mean / 1 calendar year
2015,0.3029074,mg.m-3,STA-NL00561,52.333560999480937,4.7735890000000012,Carbon monoxide (air),Annual mean / 1 calendar year
2013,0.27764487,mg.m-3,STA-NL00742,51.838888999478641,5.8580609999999993,Carbon monoxide (air),Annual mean / 1 calendar year
2014,0.27450786,mg.m-3,STA-NL00488,51.89389037947889,4.4874997100000007,Carbon monoxide (air),Annual mean / 1 calendar year
2014,0.27238589,mg.m-3,STA-NL00742,51.838888999478641,5.8580609999999993,Carbon monoxide (air),Annual mean / 1 calendar year
2013,0.26377889,mg.m-3,STA-NL00488,51.89389037947889,4.4874997100000007,Carbon monoxide (air),Annual mean / 1 calendar year
2015,0.25555963,mg.m-3,STA-NL00014,52.359996799481046,4.8088974999999996,Carbon monoxide (air),Annual mean / 1 calendar year
2014,0.24450775,mg.m-3,STA-NL00014,52.359996799481046,4.8088974999999996,Carbon monoxide (air),Annual mean / 1 calendar year
2013,0.2444866,mg.m-3,STA-NL00564,52.287427999480727,4.7666780000000006,Carbon monoxide (air),Annual mean / 1 calendar year
2015,0.22238624,mg.m-3,STA-NL00633,52.138888999480002,4.8383359999999991,Carbon monoxide (air),Annual mean / 1 calendar year
2013,0.21920511,mg.m-3,STA-NL00633,52.138888999480002,4.8383359999999991,Carbon monoxide (air),Annual mean / 1 calendar year
2014,0.21438283,mg.m-3,STA-NL00633,52.138888999480002,4.8383359999999991,Carbon monoxide (air),Annual mean / 1 calendar year
2013,0.18998632,mg.m-3,STA-NL00644,51.974639999479258,4.9234299999999989,Carbon monoxide (air),Annual mean / 1 calendar year
2014,0.18613882,mg.m-3,STA-NL00644,51.974639999479258,4.9234299999999989,Carbon monoxide (air),Annual mean / 1 calendar year
2015,0.17614737,mg.m-3,STA-NL00644,51.974639999479258,4.9234299999999989,Carbon monoxide (air),Annual mean / 1 calendar year
2015,1.70559785,ug.m-3,STA-NL00017,52.358055109481057,4.9000000999999989,"m,p-Xylene (air)",Annual mean / 1 calendar year
2015,1.08268313,ug.m-3,STA-NL00704,52.430000309481379,4.7699999800000015,"m,p-Xylene (air)",Annual mean / 1 calendar year
2015,0.92572441,ug.m-3,STA-NL00546,52.420218999481349,4.8320639999999999,"m,p-Xylene (air)",Annual mean / 1 calendar year
2015,0.01974141,ug.m-3,STA-NL00703,52.400001529481244,4.7300000200000012,"m,p-Xylene (air)",Annual mean / 1 calendar year
2014,55.81282204,ug.m-3,STA-NL00002,52.38500213948118,4.8761196099999982,Nitrogen dioxide (air),Annual mean / 1 calendar year
2013,53.00070621,ug.m-3,STA-NL00007,52.381111149481171,4.8450112300000008,Nitrogen dioxide (air),Annual mean / 1 calendar year
2013,52.54128226,ug.m-3,STA-NL00002,52.38500213948118,4.8761196099999982,Nitrogen dioxide (air),Annual mean / 1 calendar year
2014,51.56174536,ug.m-3,STA-NL00007,52.381111149481171,4.8450112300000008,Nitrogen dioxide (air),Annual mean / 1 calendar year
2015,48.97764096,ug.m-3,STA-NL00002,52.38500213948118,4.8761196099999982,Nitrogen dioxide (air),Annual mean / 1 calendar year
2016,48.57310923,ug.m-3,STA-NL00002,52.38500213948118,4.8761196099999982,Nitrogen dioxide (air),Annual mean / 1 calendar year
2016,48.15051998,ug.m-3,STA-NL00007,52.381111149481171,4.8450112300000008,Nitrogen dioxide (air),Annual mean / 1 calendar year
2015,45.68775154,ug.m-3,STA-NL00007,52.381111149481171,4.8450112300000008,Nitrogen dioxide (air),Annual mean / 1 calendar year
2014,45.4679682,ug.m-3,STA-NL00020,52.375831599481117,4.8608417499999996,Nitrogen dioxide (air),Annual mean / 1 calendar year
2014,45.06133029,ug.m-3,STA-NL00448,51.92694472947904,4.4616775500000001,Nitrogen dioxide (air),Annual mean / 1 calendar year
2016,44.60737516,ug.m-3,STA-NL00493,51.926943999479029,4.4616670000000012,Nitrogen dioxide (air),Annual mean / 1 calendar year
2014,44.39425749,ug.m-3,STA-NL00493,51.926943999479029,4.4616670000000012,Nitrogen dioxide (air),Annual mean / 1 calendar year
2013,44.29324289,ug.m-3,STA-NL00020,52.375831599481117,4.8608417499999996,Nitrogen dioxide (air),Annual mean / 1 calendar year
2013,43.81775786,ug.m-3,STA-NL00493,51.926943999479029,4.4616670000000012,Nitrogen dioxide (air),Annual mean / 1 calendar year
2014,43.78035448,ug.m-3,STA-NL00487,51.891113279478887,4.48111105,Nitrogen dioxide (air),Annual mean / 1 calendar year
2015,43.7497549,ug.m-3,STA-NL00493,51.926943999479029,4.4616670000000012,Nitrogen dioxide (air),Annual mean / 1 calendar year
2015,43.29833294,ug.m-3,STA-NL00487,51.891113279478887,4.48111105,Nitrogen dioxide (air),Annual mean / 1 calendar year
2013,42.95106607,ug.m-3,STA-NL00491,51.93805599947909,4.4311109999999996,Nitrogen dioxide (air),Annual mean / 1 calendar year
2015,42.89421132,ug.m-3,STA-NL00020,52.375831599481117,4.8608417499999996,Nitrogen dioxide (air),Annual mean / 1 calendar year
2013,42.38045183,ug.m-3,STA-NL00487,51.891113279478887,4.48111105,Nitrogen dioxide (air),Annual mean / 1 calendar year
2016,42.1843811,ug.m-3,STA-NL00487,51.891113279478887,4.48111105,Nitrogen dioxide (air),Annual mean / 1 calendar year
2016,41.38787355,ug.m-3,STA-NL00020,52.375831599481117,4.8608417499999996,Nitrogen dioxide (air),Annual mean / 1 calendar year
2014,40.73430832,ug.m-3,STA-NL00491,51.93805599947909,4.4311109999999996,Nitrogen dioxide (air),Annual mean / 1 calendar year
2014,40.14405074,ug.m-3,STA-NL00489,51.868888849478772,4.5747222900000004,Nitrogen dioxide (air),Annual mean / 1 calendar year
2013,39.71194922,ug.m-3,STA-NL00017,52.358055109481057,4.9000000999999989,Nitrogen dioxide (air),Annual mean / 1 calendar year
2015,39.58582447,ug.m-3,STA-NL00491,51.93805599947909,4.4311109999999996,Nitrogen dioxide (air),Annual mean / 1 calendar year
2013,38.68948576,ug.m-3,STA-NL00489,51.868888849478772,4.5747222900000004,Nitrogen dioxide (air),Annual mean / 1 calendar year
2015,38.65049719,ug.m-3,STA-NL00489,51.868888849478772,4.5747222900000004,Nitrogen dioxide (air),Annual mean / 1 calendar year
2014,38.14238527,ug.m-3,STA-NL00012,52.390003199481221,4.8880581900000006,Nitrogen dioxide (air),Annual mean / 1 calendar year
2016,37.95432979,ug.m-3,STA-NL00491,51.93805599947909,4.4311109999999996,Nitrogen dioxide (air),Annual mean / 1 calendar year
2016,37.62019408,ug.m-3,STA-NL00489,51.868888849478772,4.5747222900000004,Nitrogen dioxide (air),Annual mean / 1 calendar year
2014,37.48258273,ug.m-3,STA-NL00017,52.358055109481057,4.9000000999999989,Nitrogen dioxide (air),Annual mean / 1 calendar year
2015,37.12783359,ug.m-3,STA-NL00017,52.358055109481057,4.9000000999999989,Nitrogen dioxide (air),Annual mean / 1 calendar year
2013,37.06715371,ug.m-3,STA-NL00445,52.074999999479715,4.3161250000000004,Nitrogen dioxide (air),Annual mean / 1 calendar year
2013,36.9870433,ug.m-3,STA-NL00012,52.390003199481221,4.8880581900000006,Nitrogen dioxide (air),Annual mean / 1 calendar year
2014,36.85868257,ug.m-3,STA-NL00445,52.074999999479715,4.3161250000000004,Nitrogen dioxide (air),Annual mean / 1 calendar year
2016,36.68253025,ug.m-3,STA-NL00012,52.390003199481221,4.8880581900000006,Nitrogen dioxide (air),Annual mean / 1 calendar year
2013,36.65916927,ug.m-3,STA-NL00433,51.911392209478961,4.32695293,Nitrogen dioxide (air),Annual mean / 1 calendar year
2015,36.43818603,ug.m-3,STA-NL00012,52.390003199481221,4.8880581900000006,Nitrogen dioxide (air),Annual mean / 1 calendar year
2016,36.18857896,ug.m-3,STA-NL00017,52.358055109481057,4.9000000999999989,Nitrogen dioxide (air),Annual mean / 1 calendar year
2013,36.1825153,ug.m-3,STA-NL00537,52.381666999481162,4.6480689999999996,Nitrogen dioxide (air),Annual mean / 1 calendar year
2013,35.46219365,ug.m-3,STA-NL00741,51.848888999478682,5.8580610000000011,Nitrogen dioxide (air),Annual mean / 1 calendar year
2013,34.86605153,ug.m-3,STA-NL00486,51.888055999478865,4.3888889999999998,Nitrogen dioxide (air),Annual mean / 1 calendar year
2014,34.84459412,ug.m-3,STA-NL00433,51.911392209478961,4.32695293,Nitrogen dioxide (air),Annual mean / 1 calendar year
2016,34.75185534,ug.m-3,STA-NL00445,52.074999999479715,4.3161250000000004,Nitrogen dioxide (air),Annual mean / 1 calendar year
2013,34.3902165,ug.m-3,STA-NL00494,51.921110999479019,4.401389,Nitrogen dioxide (air),Annual mean / 1 calendar year
2013,34.3579383,ug.m-3,STA-NL00641,52.203055999480299,4.9886140000000001,Nitrogen dioxide (air),Annual mean / 1 calendar year
2016,34.11359794,ug.m-3,STA-NL00240,51.59360885947757,4.8250083899999998,Nitrogen dioxide (air),Annual mean / 1 calendar year
2014,34.04971233,ug.m-3,STA-NL00741,51.848888999478682,5.8580610000000011,Nitrogen dioxide (air),Annual mean / 1 calendar year
2014,33.94259177,ug.m-3,STA-NL00537,52.381666999481162,4.6480689999999996,Nitrogen dioxide (air),Annual mean / 1 calendar year
2014,33.87453261,ug.m-3,STA-NL00237,51.445279999476931,5.4288999999999996,Nitrogen dioxide (air),Annual mean / 1 calendar year
2014,33.77320479,ug.m-3,STA-NL00641,52.203055999480299,4.9886140000000001,Nitrogen dioxide (air),Annual mean / 1 calendar year
2014,33.60324456,ug.m-3,STA-NL00494,51.921110999479019,4.401389,Nitrogen dioxide (air),Annual mean / 1 calendar year
2015,33.56853222,ug.m-3,STA-NL00445,52.074999999479715,4.3161250000000004,Nitrogen dioxide (air),Annual mean / 1 calendar year
2015,33.47311569,ug.m-3,STA-NL00641,52.203055999480299,4.9886140000000001,Nitrogen dioxide (air),Annual mean / 1 calendar year
2016,33.44103341,ug.m-3,STA-NL00741,51.848888999478682,5.8580610000000011,Nitrogen dioxide (air),Annual mean / 1 calendar year
2013,33.35036595,ug.m-3,STA-NL00237,51.445279999476931,5.4288999999999996,Nitrogen dioxide (air),Annual mean / 1 calendar year
2014,33.12817893,ug.m-3,STA-NL00486,51.888055999478865,4.3888889999999998,Nitrogen dioxide (air),Annual mean / 1 calendar year
2014,33.10731599,ug.m-3,STA-NL00639,52.06888899947969,5.1211140000000013,Nitrogen dioxide (air),Annual mean / 1 calendar year
2015,32.89503759,ug.m-3,STA-NL00433,51.911392209478961,4.32695293,Nitrogen dioxide (air),Annual mean / 1 calendar year
2014,32.83168114,ug.m-3,STA-NL00240,51.59360885947757,4.8250083899999998,Nitrogen dioxide (air),Annual mean / 1 calendar year
2013,32.82111149,ug.m-3,STA-NL00639,52.06888899947969,5.1211140000000013,Nitrogen dioxide (air),Annual mean / 1 calendar year
2015,32.78529698,ug.m-3,STA-NL00741,51.848888999478682,5.8580610000000011,Nitrogen dioxide (air),Annual mean / 1 calendar year
2016,32.75139806,ug.m-3,STA-NL00641,52.203055999480299,4.9886140000000001,Nitrogen dioxide (air),Annual mean / 1 calendar year
2016,32.74881211,ug.m-3,STA-NL00494,51.921110999479019,4.401389,Nitrogen dioxide (air),Annual mean / 1 calendar year
2015,32.63887362,ug.m-3,STA-NL00494,51.921110999479019,4.401389,Nitrogen dioxide (air),Annual mean / 1 calendar year
2015,32.22838497,ug.m-3,STA-NL00240,51.59360885947757,4.8250083899999998,Nitrogen dioxide (air),Annual mean / 1 calendar year
